mean_accuracy 1,mean_total_time 1,mean_training_time 1,mean_inference_time 1,projection_time 1,reduced_dim 1,mean_accuracy 2,mean_total_time 2,mean_training_time 2,mean_inference_time 2,projection_time 2,reduced_dim 2,mean_accuracy 3,mean_total_time 3,mean_training_time 3,mean_inference_time 3,projection_time 3,reduced_dim 3,mean_accuracy 4,mean_total_time 4,mean_training_time 4,mean_inference_time 4,projection_time 4,reduced_dim 4,mean_accuracy 5,mean_total_time 5,mean_training_time 5,mean_inference_time 5,projection_time 5,reduced_dim 5,mean_accuracy 6,mean_total_time 6,mean_training_time 6,mean_inference_time 6,projection_time 6,reduced_dim 6,mean_accuracy 7,mean_total_time 7,mean_training_time 7,mean_inference_time 7,projection_time 7,reduced_dim 7,mean_accuracy 8,mean_total_time 8,mean_training_time 8,mean_inference_time 8,projection_time 8,reduced_dim 8,mean_accuracy 9,mean_total_time 9,mean_training_time 9,mean_inference_time 9,projection_time 9,reduced_dim 9,mean_accuracy 10,mean_total_time 10,mean_training_time 10,mean_inference_time 10,projection_time 10,reduced_dim 10
0.31048265460030167,0.48856930732727055,0.22322006225585939,0.1704338550567627,0.09491539001464844,534.0,0.3793363499245852,0.4788782596588135,0.1829756259918213,0.20098724365234374,0.09491539001464844,534.0,0.3217948717948718,0.6076548576354981,0.2904564380645752,0.2222830295562744,0.09491539001464844,534.0,0.41485671191553547,0.7663952350616455,0.4225503444671631,0.24892950057983398,0.09491539001464844,534.0,0.4652337858220211,0.8786976337432861,0.5383861064910889,0.24539613723754883,0.09491539001464844,534.0,0.45331825037707396,1.037262773513794,0.6910397052764893,0.25130767822265626,0.09491539001464844,534.0,0.49615384615384617,1.2376038551330568,0.8691914558410645,0.27349700927734377,0.09491539001464844,534.0,0.5234539969834087,1.3328325271606445,0.970111608505249,0.2678055286407471,0.09491539001464844,534.0,0.5234539969834087,1.3461240768432616,0.9787066459655762,0.2725020408630371,0.09491539001464844,534.0,0.5234539969834087,1.31590895652771,0.945142412185669,0.2758511543273926,0.09491539001464844,534.0
