mean_accuracy 1,mean_total_time 1,mean_training_time 1,mean_inference_time 1,projection_time 1,mean_accuracy 2,mean_total_time 2,mean_training_time 2,mean_inference_time 2,projection_time 2,mean_accuracy 3,mean_total_time 3,mean_training_time 3,mean_inference_time 3,projection_time 3,mean_accuracy 4,mean_total_time 4,mean_training_time 4,mean_inference_time 4,projection_time 4,mean_accuracy 5,mean_total_time 5,mean_training_time 5,mean_inference_time 5,projection_time 5,mean_accuracy 6,mean_total_time 6,mean_training_time 6,mean_inference_time 6,projection_time 6,mean_accuracy 7,mean_total_time 7,mean_training_time 7,mean_inference_time 7,projection_time 7,mean_accuracy 8,mean_total_time 8,mean_training_time 8,mean_inference_time 8,projection_time 8,mean_accuracy 9,mean_total_time 9,mean_training_time 9,mean_inference_time 9,projection_time 9,mean_accuracy 10,mean_total_time 10,mean_training_time 10,mean_inference_time 10,projection_time 10
0.3604072398190045,0.6144583225250244,0.2602207183837891,0.26854376792907714,0.0856938362121582,0.33740573152337855,0.6103041648864747,0.2649728775024414,0.259637451171875,0.0856938362121582,0.4028657616892911,0.7298736095428466,0.37512798309326173,0.26905179023742676,0.0856938362121582,0.4300150829562595,0.8505962371826172,0.5030675888061523,0.26183481216430665,0.0856938362121582,0.46530920060331826,0.9556471347808838,0.6101280689239502,0.2598252296447754,0.0856938362121582,0.48016591251885365,1.0979965209960938,0.7416067123413086,0.27069597244262694,0.0856938362121582,0.465158371040724,1.2055134773254395,0.8537387371063232,0.266080904006958,0.0856938362121582,0.5155354449472096,1.3511378765106201,0.9802929401397705,0.2851511001586914,0.0856938362121582,0.5155354449472096,1.3095959186553956,0.9309901714324951,0.2929119110107422,0.0856938362121582,0.5155354449472096,1.3130630493164062,0.9430852890014648,0.2842839241027832,0.0856938362121582
